ticker,name,sector,country,status,currency,fractional,entry_date,entry_price,shares,entry_value_eur,entry_valuation_gap,entry_quality_multiplier,entry_mom_12_2,entry_sector_momentum,last_check_date,last_price,last_valuation_gap,last_mom_12_2,current_value_eur,unrealized_return_pct,peak_unrealized_return_pct,peak_date,exit_date,exit_price,exit_reason,exit_value_eur,return_pct,holding_days,news_source,news_sentiment,news_reason,customer_concentration,customer_concentration_reason
BVS,Bioventus Inc.,Healthcare,United States,open,USD,True,2026-09-07,14.06999969482422,1.377067559636616,16.666666666666668,0.5357967142358011,1.045731707317073,1.040358669922274,0.1038608722753562,2026-09-11,12.979999542236328,0.574891260147973,1.040358669922274,15.407677576607515,-0.07746980641292123,-0.0568585113299494,2026-09-11,,,,,,,ollama,positive,"Les actualites recentes sur Bioventus Inc. (BVS) suggèrent un ton general positif, avec des performances solides en termes de ventes et de bénéfices, ainsi que des recommandations de divers analystes et des articles qui soulignent les opportunités de croissance et la valeur potentielle de l'action.",diversified,"Le texte mentionne une gamme de produits pour différents types de clients, notamment des patients, des médecins, des établissements de santé, des distributeurs et des détaillants, ce qui suggère une base de clients large et diversifiée."
1802.T,Obayashi Corporation,Industrials,Japan,open,JPY,False,2026-09-07,3018.0,1.0,16.811591236585055,0.5853271838402747,1.094387755102041,0.2470165680430029,0.1193737788155853,2026-09-11,3012.0,0.5921703403101879,0.24701656804300298,16.920016807347917,-0.001988071570576566,-0.0019880715705765,2026-09-11,,,,,,,ollama,positive,"L'acquisition de Multiplex par Obayashi est un développement positif, tandis que les résultats financiers de 2026 Q4 et l'entrée dans la concession de route de Jakarta sont neutres, mais les actualites positives sur la croissance et les investissements sont dominantes.",diversified,"L'entreprise engage en construction, développe et gère des propriétés, produit de l'énergie renouvelable, fournit des services techniques et participate à des PPP, ce qui suggère une base de clients large et diversifiée."
FRSH,Freshworks Inc.,Technology,United States,open,USD,True,2026-09-07,12.729999542236328,3.044044122634081,33.333333333333336,0.6121393583134247,1.2216312056737588,0.1826677599754977,0.1823536824323966,2026-09-11,11.890000343322754,0.6786062296158497,0.18266775997549778,31.198956416859502,-0.06598579961661244,-0.0624508367012845,2026-09-11,,,,,,,ollama,negative,"Bien que certaines actualités mentionnent des gains ou des opportunités pour l'action, d'autres soulignent des défis, des declines en valeur et des ventes de parts de l'action, ce qui suggère un ton général négatif.",diversified,"Le texte décrit une gamme de produits pour des utilisateurs diversifiés, notamment pour les entreprises, les entreprises de services, les entreprises de marketing et les équipes de maintenance."
YETI,"YETI Holdings, Inc.",Consumer Cyclical,United States,open,USD,True,2026-09-07,40.81999969482422,0.2373265591461557,8.333333333333334,0.3000110715829227,1.2044025157232705,0.2371910445901086,0.0036748849442611,2026-09-11,40.2599983215332,0.2576693748749559,0.23719104459010865,8.236208879474232,-0.01371879905628759,-0.0088192212896368,2026-09-11,,,,,,,ollama,neutral,"Bien que certains analystes ont exprimé des réserves sur les prévisions de croissance, d'autres ont souligné la résilience de l'entreprise et les opportunités de croissance à long terme, ce qui laisse un ton neutre dans l'ensemble.",concentrated,"L'entreprise semble se concentrer sur une base de clients directe (site web, magasin, vente directe) et sur un petit nombre de partenaires B2B, avec une forte présence de marques et de produits dans des segments spécifiques du marché."
LAUR,"Laureate Education, Inc.",Consumer Defensive,United States,open,USD,True,2026-09-07,36.7599983215332,0.5270767417987032,16.666666666666668,0.3140526949022157,1.2965116279069768,0.1899174917531665,0.0287882848640419,2026-09-11,36.130001068115234,0.3270216378557296,0.18991749175316652,16.41530982771891,-0.017138119754726122,-0.0163220484634687,2026-09-11,,,,,,,ollama,neutral,"Les actualites presentent des opinions mitigées sur Laureate Education, Inc., avec certains articles soulignant les risques et les faiblesses de l'action, tandis que d'autres mettent en avant ses opportunités et ses fondamentaux solides.",diversified,"L'entreprise offre une gamme de programmes de haute formation à travers plusieurs pays et secteurs (médicine, ingénierie, gestion), indiquant une diversification de ses clients et de ses services."
OFG,OFG Bancorp,Financial Services,United States,open,USD,True,2026-09-07,53.220001220703125,0.3640612495195192,16.666666666666668,0.4090514579322433,1.1010416666666667,0.2160816125943627,0.1916210237806628,2026-09-11,52.65999984741211,0.40618703954741964,0.21608161259436276,16.525802795689412,-0.010522385577720894,-0.010522385577720894,2026-09-11,,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des articles qui soulignent les performances de l'action, son potentiel de croissance et son rendement dividendial.",diversified,"L'entreprise offre une gamme de services financiers diversifiés à un large public, notamment des individus, des entreprises et des institutions, ce qui suggère une base de clients large et diversifiée."
MD,"Pediatrix Medical Group, Inc.",Healthcare,United States,open,USD,True,2026-09-07,27.030000686645508,0.3584043590759533,8.333333333333334,0.5772300090066689,1.0152439024390243,0.565970121924557,0.1038608722753562,2026-09-11,26.770000457763672,0.6022568965124955,0.565970121924557,8.270445780693388,-0.009618950139734683,-0.0051794781147097,2026-09-11,,,,,,,ollama,positive,"Les actualites presentes sont presque toutes positives, avec des mentions de croissance, de performances solides et de confiance des investisseurs, ce qui suggere un ton general positif pour l'action de Pediatrix Medical Group, Inc.",concentrated,"Le texte ne fournit aucune information sur la base de clients de Pediatrix Medical Group, Inc., mais indique qu'elle fournit des services à des clients spécifiques, tels que des hôpitaux et des femmes enceintes, ce qui suggère une concentration dans un marché très spécifique."
DCI,"Donaldson Company, Inc.",Industrials,United States,open,USD,True,2026-09-07,91.02999877929688,0.2128456597128516,16.666666666666668,0.3564460550536334,1.192055393586006,0.1249302533146732,0.1193737788155853,2026-09-11,89.25,0.3557409606699824,0.12493004086548298,16.374961233574687,-0.019553980041376207,-0.0186751287601777,2026-09-11,,,,,,,ollama,positive,"Les actualites recentes sur Donaldson Company, Inc. (DCI) suggererent des performances solides, des gains de parts et des acquisitions, ce qui indique un ton general positif pour l'action.",diversified,"L'entreprise a plusieurs segments d'activité, plusieurs clients (constructeurs, distributeurs, end-users), et une présence dans différents marchés, ce qui suggère une base de clients large et diversifiée."
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,China,open,USD,True,2026-09-07,43.59999847412109,0.2221942754807641,8.333333333333334,0.5861837124850786,1.109538784067086,0.058567889093656,0.0036748849442611,2026-09-11,42.31999969482422,0.6778984859470052,0.05856788909365607,8.105611397671051,-0.029357771194799764,-0.018807333108301,2026-09-11,,,,,,,ollama,positive,"Les actualites recentes sur YUMC suggererent des investissements et des ventes de parts, ainsi que des analyses positives sur la valeur de l'action, ce qui indique un ton general positif.",concentrated,"La description mentionne une forte présence de marques sous franchise, notamment KFC et Pizza Hut, ce qui suggère une dépendance importante à un petit nombre de clients principaux."
UFCS,"United Fire Group, Inc.",Financial Services,United States,open,USD,True,2026-09-07,55.97999954223633,0.3461118310517496,16.666666666666668,0.2710157378437949,1.059583333333333,0.786945906331378,0.1916210237806628,2026-09-11,55.380001068115234,0.2328040632988415,0.786945906331378,16.52253428931378,-0.010718086442076502,-0.010718086442076502,2026-09-11,,,,,,,ollama,positive,"L'actualité présente plusieurs éléments positifs, tels que des gains de 71,4% en un an, des résultats financiers forts, une augmentation de la valeur de l'action et des annonces de dividendes et de nouveaux appoints au conseil d'administration.",diversified,"L'entreprise propose des produits diversifiés pour différents types de clients (petites et grandes entreprises, secteurs tels que la construction, les services, etc.) et vend ses produits via un réseau d'agences indépendantes."
4507.T,"Shionogi & Co., Ltd.",Healthcare,Japan,open,JPY,False,2026-09-07,2943.0,1.0,16.39380815416495,0.5902931947396195,1.1788617886178865,0.1353689465649146,0.1038608722753562,2026-09-11,2827.0,0.6655855038855869,0.1353689465649146,15.880772747135644,-0.03941556235134214,-0.0394155623513421,2026-09-11,,,,,,,ollama,positive,"Les actualites recentes indiquent que Shionogi & Co., Ltd. a beat les attentes en termes de resultats financiers, avec une surprise positive de 100% pour les earnings et une surprise négative de 0,58% pour les revenus, ainsi que des annonces de nouveaux produits approuves par la FDA.",diversified,"L'entreprise fournit des produits et des services à un large public (pharmaceuticals, diagnostic reagents, medical devices), ainsi que des services B2B à de nombreux clients, tels que les contrats gouvernementaux, les services d'analyse et les solutions éducatives, ce qui suggère une base de clients"
1893.T,"Penta-Ocean Construction Co., Ltd.",Industrials,Japan,open,JPY,False,2026-09-07,1465.0,1.0,8.160696209939399,0.4262769713780185,0.9486151603498542,0.2706593876429664,0.1193737788155853,2026-09-11,1438.0,0.4241574396784791,0.2706593876429664,8.078015992352691,-0.018430034129692796,-0.0184300341296927,2026-09-11,,,,,,,ollama,neutral,"L'actualité présente une diversité d'informations, notamment des contrats de construction, des changements de banque et des informations financières, ce qui ne permet pas de déterminer un ton général positif, négatif ou neutre.",diversified,"L'entreprise fournit ses services à de nombreux secteurs et types d'entreprises, indiquant une base de clients large et diversifiée."
9939.TW,"Taiwan Hon Chuan Enterprise Co., Ltd.",Consumer Cyclical,Taiwan,open,TWD,False,2026-09-07,129.0,2.0,7.033997491466619,0.5295371990931692,1.0655136268343814,0.0840890081749621,0.0036748849442611,2026-09-11,129.5,0.5416710047530007,0.08408900817496212,7.051840434564721,0.003875968992248069,0.003875968992248069,2026-09-11,,,,,,,ollama,negative,"Aucune actualité positive ou neutre a été trouvée, les seules informations disponibles sont des données historiques et des informations sur une autre entreprise.",diversified,"L'entreprise offre une gamme de produits à des clients dans différents pays et industries, ce qui suggère une base de clients large et diversifiée."
