ticker,name,sector,country,status,currency,fractional,entry_date,entry_price,shares,entry_value_eur,entry_valuation_gap,entry_quality_multiplier,entry_mom_12_2,entry_sector_momentum,last_check_date,last_price,last_valuation_gap,last_mom_12_2,current_value_eur,unrealized_return_pct,peak_unrealized_return_pct,peak_date,exit_date,exit_price,exit_reason,exit_value_eur,return_pct,holding_days,news_source,news_sentiment,news_reason,customer_concentration,customer_concentration_reason
2006.TW,Tung Ho Steel Enterprise Corporation,Basic Materials,,open,TWD,False,2026-09-02,82.69999694824219,7.0,15.728413369495192,0.7385224075216617,1.0971731448763251,0.2462550898512692,0.201509339152061,2026-09-24,87.80000305175781,0.5922396684307516,0.4120969916689139,16.961969467683723,0.061668758061834916,0.0689238789356192,2026-09-18,,,,,,,ollama,positive,"L'action de Tung Ho Steel Enterprise Corporation est affectée par des actualites positives, telles que la securedure de 25 millions de dollars de finance et la reconnaissance de Taiwan comme leader dans l'urban mining.",concentrated,"le texte ne mentionne qu'un seul grand groupe comme client principal et ne précise pas si le secteur public est un seul client ou plusieurs, mais il ne mentionne pas non plus de diversification de clients"
DINO,HF Sinclair Corporation,Energy,,closed,USD,True,2026-09-02,101.61000061035156,0.1898667105075906,16.666666666666668,0.4511116727417525,1.0616666666666663,0.8449667341356946,0.3902882307196006,2026-09-21,111.70999908447266,0.4652545593508241,1.004672472361337,18.48664506361025,0.0993996497731755,0.152642476558064,2026-09-18,2026-09-21,111.70999908447266,trailing_stop,17.48664506361025,0.0393996497731755,19.0,ollama,positive,"L'actualité présente plusieurs articles positifs sur HF Sinclair Corporation, tels que le plan de spin-off de lubrifiants, la hausse du stock et les commentaires positifs d'investisseurs et d'insidres.",concentrated,"Le texte suggère que HF Sinclair Corporation dépend principalement d'un petit nombre de clients, tels que les 1 700 stations qu'elle approvisionne et les clients gouvernementaux, ce qui indique une concentration du marché."
UFCS,"United Fire Group, Inc.",Financial Services,,open,USD,True,2026-09-02,53.869998931884766,0.7162560591454885,33.333333333333336,0.2506995882946805,1.0420524691358024,0.6859505291309069,0.1818403811520965,2026-09-24,53.8125,0.2676551980186692,0.786945906331378,33.879761481213976,-0.0010673646375503054,0.0406534710382187,2026-09-14,,,,,,,ollama,positive,"Les actualites presentes montrent une augmentation des actions, des results financiers positifs, des nouveaux investissements et des declarations de dividendes, ce qui suggere un ton general positif pour l'action de United Fire Group, Inc.",diversified,"L'entreprise propose des produits diversifiés pour différents types de clients (petites et grandes entreprises, secteurs tels que la construction, les services, etc.) et vend ses produits via un réseau d'agences indépendantes."
OFG,OFG Bancorp,Financial Services,,open,USD,True,2026-09-02,52.04999923706055,0.741300935767362,33.333333333333336,0.4007410077899367,1.078703703703704,0.2084856920592062,0.1818403811520965,2026-09-24,51.5,0.3927614103532904,0.21608161259436276,33.557580746722515,-0.010566748225212974,0.0207493150218089,2026-09-15,,,,,,,ollama,positive,"L'action d'OFG Bancorp a été mentionnée dans plusieurs articles positifs, tels que le classement dans le Zacks Rank #1 (Strong Buy) et la mention de son rendement élevé et de ses dividendes.",diversified,"L'entreprise offre une gamme de services financiers diversifiés à un large public, notamment des individus, des entreprises et des institutions, ce qui suggère une base de clients large et diversifiée."
2548.TW,"Huaku Development Co., Ltd.",Real Estate,,open,TWD,False,2026-09-02,93.4000015258789,6.0,15.22577875543402,0.2666574978637117,1.108108108108108,0.094155056108129,0.0689150430922371,2026-09-24,93.19999694824219,0.18478651002790114,0.08822080304772872,15.433017712432434,-0.002141376599242406,0.0481798707332263,2026-09-18,,,,,,,ollama,neutral,"Les actualites presentes ne contiennent pas de commentaires definitifs sur l'action, mais montrent des performances positives des actions du secteur Real Estate.",concentrated,"Le texte ne mentionne qu'un seul groupe, sans préciser s'il s'agit d'un client principal ou si cela fait référence à une relation de fourniture unique, ce qui suggère une concentration sur un client ou un fournisseur."
1893.T,"Penta-Ocean Construction Co., Ltd.",Industrials,,open,JPY,False,2026-09-02,1432.5,1.0,7.749358789796635,0.4425692453025509,0.9476744186046512,0.458842768537411,0.1193023652192934,2026-09-24,1558.0,0.4444185622540826,0.2706593876429664,8.621166568934022,0.08760907504363002,0.1200698080279232,2026-09-17,,,,,,,ollama,neutral,"L'actualité présente une diversité d'informations, allant de l'acquisition de Penta-Ocean par DEME à la révision de sa valeur par un analyste, sans que aucune information n'indique une tendance clairement positive ou négative pour l'action.",diversified,"L'entreprise fournit ses services à de nombreux secteurs et types d'entreprises, indiquant une base de clients large et diversifiée."
7735.T,"SCREEN Holdings Co., Ltd.",Technology,,open,JPY,False,2026-09-02,13145.0,1.0,71.43556110954019,0.7472318918058933,1.206834532374101,1.2548400575943304,0.1202504603191972,2026-09-24,13300.0,0.8780471896869992,1.03896931494956,73.59532436894897,0.011791555724610214,0.0167364016736402,2026-09-24,,,,,,,ollama,neutral,"Les actualites presentes sont mixtes, avec des informations sur les performances financieres et des commentaires de analystes, mais sans une tonalite clairement positive ou negative",diversified,"Le texte décrit une gamme de produits et de services pour différents domaines, notamment la production de semi-conducteurs, l'impression et l'imagerie, ainsi que des solutions pour les industries manufacturières et médicales, indiquant une base de clients large et diversifiée."
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",Financial Services,Brazil,open,BRL,False,2026-09-02,17.350000381469727,1.0,2.9317336486678776,0.7271850245571985,1.206176961602671,0.2772299254690447,0.1981767172231774,2026-09-24,17.860000610351562,0.5685885117901914,0.268249635105821,3.023787526556436,0.029394825225856014,0.0651296331943296,2026-09-22,,,,,,,ollama,positive,"L'action B3 S.A. - Brasil Bolsa Balcao (BOLSY) a connu des performances solides avec une croissance de 11% des revenus au quatrième trimestre 2025 et une résilience face aux défis du marché, ainsi qu'une nouvelle stratégie de produits et une amélioration de l'efficacité opérationnelle.",concentrated,"l'entreprise semble dépendre d'un très petit nombre de clients, notamment le client principal et les contrats gouvernementaux."
ABEV3.SA,Ambev S.A.,Consumer Defensive,Brazil,open,BRL,False,2026-09-21,15.510000228881836,6.0,15.888409147138754,0.4904237056803018,1.3392018779342725,0.3156527993596751,0.026812663021897,2026-09-24,15.350000381469727,0.5059590515801049,0.31565283426487234,15.592991522930648,-0.010315915219276883,0.0058027176827695,2026-09-23,,,,,,,ollama,positive,"Les actualites presentes montrent une croissance revenue et des marges expansionnees, ainsi qu'une activation renforcee du World Cup, ce qui suggere un ton general positif pour l'action Ambev S.A.",diversified,"L'entreprise propose une large gamme de boissons à travers divers marchés, ce qui suggère une base de clients large et diversifiée."
2413.TW,"Universal Microelectronics Co., Ltd.",Technology,Taiwan,open,TWD,False,2026-09-21,54.0,1.0,1.4829053588455197,0.8522139750445634,1.0802139037433156,1.0045343819685346,0.1768172085560135,2026-09-24,51.29999923706055,0.9740751458486481,1.0045343819685346,1.4157972510682184,-0.05000001412850841,0.0,2026-09-21,,,,,,,ollama,positive,"Les actualites presentes montrent un ton general positif, avec des mentions de share buyback, de valuation et de performances positives, ce qui suggere que l'action de Universal Microelectronics Co., Ltd. (2413.TW) est en phase de renforcement.",diversified,"Le texte indique que l'entreprise vend des produits électroniques à des clients dans plusieurs régions du monde, ce qui suggère une base de clients large et diversifiée."
PATH,"UiPath, Inc.",Technology,United States,open,USD,True,2026-09-24,13.039999961853027,1.4493810564902128,16.603586565769533,0.6041836349839513,1.2249552772808587,0.3953662120035093,0.1760461336247574,2026-09-24,12.734999656677246,0.6426034631283173,0.3953662120035093,16.22446499766313,-0.023389594023621396,0.0,2026-09-24,,,,,,,ollama,neutral,"Les actualites presentent des informations contradictoires sur l'avenir de l'action, avec des analystes qui soulignent les opportunites de croissance de l'entreprise, mais aussi ceux qui mettent en avant les risques et les incertitudes liés à son transition vers la business orchestration et l'automa",concentrated,"10-K SEC (2026-03-25) : customers with ARR of $1 million or more, which accounted for approximately 89% and 52% of our revenue [https://www.sec.gov/Archives/edgar/data/1734722/000173472226000012/path-20260131.htm]"
1802.T,Obayashi Corporation,Industrials,Japan,open,JPY,False,2026-09-24,3062.0,1.0,16.97329828229618,0.6847328231650576,1.0940702781844802,0.2470165680430029,0.1185253182535777,2026-09-24,3062.0,0.6847328231650576,0.24701656804300298,16.94352505396404,0.0,0.0,2026-09-24,,,,,,,ollama,positive,"L'actualité présente plusieurs éléments positifs, tels que la divestiture de Multiplex par Brookfield pour 650 millions de dollars, une forte performance de 78,64% au cours d'un an, et la construction de nouvelles entreprises, ce qui suggère une croissance et une expansion de l'entreprise.",diversified,"L'entreprise engage en construction, développe et gère des propriétés, produit de l'énergie renouvelable, fournit des services techniques et participate à des PPP, ce qui suggère une base de clients large et diversifiée."
